Source Airport Code,Source Airport Name,Source Airport City,Source Airport Country,Source Airport Latitude,Source Airport Longitude,Destination Airport Code,Destination Airport Name,Destination Airport City,Destination Airport Country,Destination Airport Latitude,Destination Airport Longitude
MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,40.471926,-3.56264,TNG,Ibn Batouta Airport,Tanger,Morocco,35.72689819,-5.916890144
NAY,Beijing Nanyuan Airport,Beijing,China,39.78279877,116.3880005,KHN,Nanchang Changbei International Airport,Nanchang,China,28.86499977,115.9000015
AHO,Alghero-Fertilia Airport,Alghero,Italy,40.632099,8.29077,BLQ,Bologna Guglielmo Marconi Airport,Bologna,Italy,44.5354,11.2887
YYZ,Lester B. Pearson International Airport,Toronto,Canada,43.67720032,-79.63059998,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998
PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,ELM,Elmira Corning Regional Airport,Elmira,United States,42.15990067,-76.89160156
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,CDG,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,41.8002778,12.2388889,BEG,Belgrade Nikola Tesla Airport,Belgrade,Serbia,44.81840134,20.3090992
BEG,Belgrade Nikola Tesla Airport,Belgrade,Serbia,44.81840134,20.3090992,SAW,Sabiha Gökçen International Airport,Istanbul,Turkey,40.89860153,29.30920029
AUS,Austin Bergstrom International Airport,Austin,United States,30.19449997,-97.66989899,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697
CDG,Charles de Gaulle International Airport,Paris,France,49.012798,2.55,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015
CTS,New Chitose Airport,Sapporo,Japan,42.77519989,141.6920013,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,25.0777,121.233002
PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375
TSV,Townsville Airport,Townsville,Australia,-19.25250053,146.7649994,DRW,Darwin International Airport,Darwin,Australia,-12.41469955,130.8769989
WLG,Wellington International Airport,Wellington,New Zealand,-41.32720184,174.8049927,MEL,Melbourne International Airport,Melbourne,Australia,-37.673302,144.843002
DXB,Dubai International Airport,Dubai,United Arab Emirates,25.25279999,55.36439896,CAI,Cairo International Airport,Cairo,Egypt,30.12190056,31.40559959
MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364,CUN,Cancún International Airport,Cancun,Mexico,21.03650093,-86.87709808
DEN,Denver International Airport,Denver,United States,39.86169815,-104.6729965,BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,39.1754,-76.668297
PEK,Beijing Capital International Airport,Beijing,China,40.08010101,116.5849991,AQG,Anqing Tianzhushan Airport,Anqing,China,30.582199,117.050003
AMM,Queen Alia International Airport,Amman,Jordan,31.72260094,35.99319839,LCA,Larnaca International Airport,Larnaca,Cyprus,34.87509918,33.62490082
PEK,Beijing Capital International Airport,Beijing,China,40.08010101,116.5849991,JJN,Quanzhou Jinjiang International Airport,Quanzhou,China,24.7964,118.589996
GYE,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,-2.15741992,-79.88359833,PTY,Tocumen International Airport,Panama City,Panama,9.071359634,-79.38349915
HNL,Daniel K Inouye International Airport,Honolulu,United States,21.32062,-157.924228,OGG,Kahului Airport,Kahului,United States,20.8986,-156.429993
BKK,Suvarnabhumi Airport,Bangkok,Thailand,13.68109989,100.7470016,KBP,Boryspil International Airport,Kiev,Ukraine,50.34500122,30.8946991
LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965
SIN,Singapore Changi Airport,Singapore,Singapore,1.35019,103.994003,FRA,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556
VIE,Vienna International Airport,Vienna,Austria,48.11029816,16.56970024,CTA,Catania-Fontanarossa Airport,Catania,Italy,37.466801,15.0664
LBA,Leeds Bradford Airport,Leeds,United Kingdom,53.86589813,-1.660570025,FNC,Madeira Airport,Funchal,Portugal,32.697899,-16.7745
STI,Cibao International Airport,Santiago,Dominican Republic,19.40609932,-70.60469818,SJU,Luis Munoz Marin International Airport,San Juan,Puerto Rico,18.43939972,-66.00180054
ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,LGA,La Guardia Airport,New York,United States,40.77719879,-73.87259674
CUN,Cancún International Airport,Cancun,Mexico,21.03650093,-86.87709808,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002
STR,Stuttgart Airport,Stuttgart,Germany,48.68989944,9.221960068,BIO,Bilbao Airport,Bilbao,Spain,43.30110168,-2.910609961
GZT,Gaziantep International Airport,Gaziantep,Turkey,36.94720078,37.47869873,ADB,Adnan Menderes International Airport,Izmir,Turkey,38.29240036,27.15699959
BEB,Benbecula Airport,Benbecula,United Kingdom,57.48109818,-7.362780094,GLA,Glasgow International Airport,Glasgow,United Kingdom,55.87189865,-4.433060169
GOH,Godthaab / Nuuk Airport,Godthaab,Greenland,64.19090271,-51.67810059,JHS,Sisimiut Airport,Sisimiut,Greenland,66.95130157,-53.72930145
ZRH,Zürich Airport,Zurich,Switzerland,47.464699,8.54917,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,38.7813,-9.13592
LYI,Shubuling Airport,Linyi,China,35.04610062,118.4120026,SHE,Taoxian Airport,Shenyang,China,41.63980103,123.4830017
RSW,Southwest Florida International Airport,Fort Myers,United States,26.53619957,-81.75520325,LGA,La Guardia Airport,New York,United States,40.77719879,-73.87259674
SIN,Singapore Changi Airport,Singapore,Singapore,1.35019,103.994003,KUL,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,2.745579958,101.7099991
NKG,Nanjing Lukou Airport,Nanjing,China,31.74200058,118.8619995,SZX,Shenzhen Bao'an International Airport,Shenzhen,China,22.63929939,113.810997
SIN,Singapore Changi Airport,Singapore,Singapore,1.35019,103.994003,USM,Samui Airport,Ko Samui,Thailand,9.547789574,100.0619965
KUL,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,2.745579958,101.7099991,KMG,Kunming Changshui International Airport,Kunming,China,25.1019444,102.9291667
BRE,Bremen Airport,Bremen,Germany,53.04750061,8.786669731,BGY,Il Caravaggio International Airport,Bergamo,Italy,45.673901,9.70417
PTY,Tocumen International Airport,Panama City,Panama,9.071359634,-79.38349915,SXM,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,18.04100037,-63.10889816
SYD,Sydney Kingsford Smith International Airport,Sydney,Australia,-33.94609833,151.177002,ICN,Incheon International Airport,Seoul,South Korea,37.46910095,126.4509964
LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,BAH,Bahrain International Airport,Bahrain,Bahrain,26.27079964,50.63359833
ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,CMX,Houghton County Memorial Airport,Hancock,United States,47.16839981,-88.4890976
YYC,Calgary International Airport,Calgary,Canada,51.11389923,-114.0199966,YVR,Vancouver International Airport,Vancouver,Canada,49.19390106,-123.1839981
NBE,Enfidha - Hammamet International Airport,Enfidha,Tunisia,36.075833,10.438611,NCL,Newcastle Airport,Newcastle,United Kingdom,55.03749847,-1.691669941
PEK,Beijing Capital International Airport,Beijing,China,40.08010101,116.5849991,JIQ,Qianjiang Wulingshan Airport,Qianjiang,China,29.51333333,108.8311111
EWR,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
YYZ,Lester B. Pearson International Airport,Toronto,Canada,43.67720032,-79.63059998,AZS,Samaná El Catey International Airport,Samana,Dominican Republic,19.2670002,-69.74199677
KKJ,Kitakyūshū Airport,Kitakyushu,Japan,33.84590149,131.0350037,HND,Tokyo Haneda International Airport,Tokyo,Japan,35.552299,139.779999
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,SAT,San Antonio International Airport,San Antonio,United States,29.53370094,-98.46980286
SOF,Sofia Airport,Sofia,Bulgaria,42.69669342,23.41143608,PRG,Václav Havel Airport Prague,Prague,Czech Republic,50.1008,14.26
FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,26.072599,-80.152702,SAP,Ramón Villeda Morales International Airport,San Pedro Sula,Honduras,15.4526,-87.923599
YRG,Rigolet Airport,Rigolet,Canada,54.17969894,-58.45750046,YYR,Goose Bay Airport,Goose Bay,Canada,53.31919861,-60.42580032
MDW,Chicago Midway International Airport,Chicago,United States,41.785999,-87.752403,BUF,Buffalo Niagara International Airport,Buffalo,United States,42.94049835,-78.73220062
ONT,Ontario International Airport,Ontario,United States,34.05599976,-117.6009979,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998
VTE,Wattay International Airport,Vientiane,Laos,17.98830032,102.5630035,KMG,Kunming Changshui International Airport,Kunming,China,25.1019444,102.9291667
PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,BNA,Nashville International Airport,Nashville,United States,36.12450027,-86.67819977
HNL,Daniel K Inouye International Airport,Honolulu,United States,21.32062,-157.924228,MKK,Molokai Airport,Molokai,United States,21.1529007,-157.095993
SIN,Singapore Changi Airport,Singapore,Singapore,1.35019,103.994003,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,25.0777,121.233002
IST,Istanbul Airport,Istanbul,Turkey,41.275278,28.751944,ADB,Adnan Menderes International Airport,Izmir,Turkey,38.29240036,27.15699959
PEK,Beijing Capital International Airport,Beijing,China,40.08010101,116.5849991,HAN,Noi Bai International Airport,Hanoi,Vietnam,21.22120094,105.8069992
TSV,Townsville Airport,Townsville,Australia,-19.25250053,146.7649994,ISA,Mount Isa Airport,Mount Isa,Australia,-20.66390038,139.4889984
MXP,Malpensa International Airport,Milano,Italy,45.6306,8.72811,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,55.61790085,12.65600014
FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,26.072599,-80.152702,EWR,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117
SDF,Louisville International Standiford Field,Louisville,United States,38.1744,-85.736,MCO,Orlando International Airport,Orlando,United States,28.42939949,-81.30899811
VUS,Velikiy Ustyug Airport,Veliky Ustyug,Russia,60.78829956,46.25999832,CEE,Cherepovets Airport,Cherepovets,Russia,59.27360153,38.01580048
ICN,Incheon International Airport,Seoul,South Korea,37.46910095,126.4509964,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048
MCO,Orlando International Airport,Orlando,United States,28.42939949,-81.30899811,PIT,Pittsburgh International Airport,Pittsburgh,United States,40.49150085,-80.23290253
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,SJD,Los Cabos International Airport,San Jose Del Cabo,Mexico,23.15180016,-109.7210007
POS,Piarco International Airport,Port-of-spain,Trinidad and Tobago,10.59539986,-61.33720016,PMV,Del Caribe Santiago Mariño International Airport,Porlamar,Venezuela,10.91260338,-63.96659851
GND,Point Salines International Airport,Point Salines,Grenada,12.00419998,-61.78620148,PMV,Del Caribe Santiago Mariño International Airport,Porlamar,Venezuela,10.91260338,-63.96659851
NSI,Yaoundé Nsimalen International Airport,Yaounde,Cameroon,3.722559929,11.5532999,DLA,Douala International Airport,Douala,Cameroon,4.006080151,9.719479561
MRS,Marseille Provence Airport,Marseille,France,43.43927192,5.221424103,NTE,Nantes Atlantique Airport,Nantes,France,47.15319824,-1.610730052
NRT,Narita International Airport,Tokyo,Japan,35.76470184,140.3860016,DLC,Zhoushuizi Airport,Dalian,China,38.96569824,121.5390015
WUH,Wuhan Tianhe International Airport,Wuhan,China,30.7838,114.208,CNX,Chiang Mai International Airport,Chiang Mai,Thailand,18.76679993,98.96260071
CCS,Simón Bolívar International Airport,Caracas,Venezuela,10.601194,-66.991222,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015
CDG,Charles de Gaulle International Airport,Paris,France,49.012798,2.55,BRS,Bristol Airport,Bristol,United Kingdom,51.382702,-2.71909
MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,40.471926,-3.56264,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015
XMN,Xiamen Gaoqi International Airport,Xiamen,China,24.54400063,118.1279984,KWL,Guilin Liangjiang International Airport,Guilin,China,25.21809959,110.0390015
RDU,Raleigh Durham International Airport,Raleigh-durham,United States,35.87760162,-78.78749847,LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
LPI,Linköping City Airport,Linkoeping,Sweden,58.40620041,15.68050003,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,55.61790085,12.65600014
GYD,Heydar Aliyev International Airport,Baku,Azerbaijan,40.46749878,50.04669952,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,41.8002778,12.2388889
BOM,Chhatrapati Shivaji International Airport,Mumbai,India,19.08869934,72.86789703,AMD,Sardar Vallabhbhai Patel International Airport,Ahmedabad,India,23.07719994,72.63469696
CLO,Alfonso Bonilla Aragon International Airport,Cali,Colombia,3.54322,-76.3816,MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364
SJC,Norman Y. Mineta San Jose International Airport,San Jose,United States,37.362598,-121.929001,PDX,Portland International Airport,Portland,United States,45.58869934,-122.5979996
LTN,London Luton Airport,London,United Kingdom,51.87469864,-0.368333012,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,38.7813,-9.13592
CAG,Cagliari Elmas Airport,Cagliari,Italy,39.251499,9.05428,GOA,Genoa Cristoforo Colombo Airport,Genoa,Italy,44.4133,8.8375
CDG,Charles de Gaulle International Airport,Paris,France,49.012798,2.55,BZV,Maya-Maya Airport,Brazzaville,Congo (Brazzaville),-4.251699924,15.25300026
CGK,Soekarno-Hatta International Airport,Jakarta,Indonesia,-6.12556982,106.6559982,PEN,Penang International Airport,Penang,Malaysia,5.297140121,100.2770004
KWL,Guilin Liangjiang International Airport,Guilin,China,25.21809959,110.0390015,HAK,Haikou Meilan International Airport,Haikou,China,19.93490028,110.4589996
CJU,Jeju International Airport,Cheju,South Korea,33.51129913,126.4929962,CJJ,Cheongju International Airport/Cheongju Air Base (K-59/G-513),Chongju,South Korea,36.717008,127.498741
LBA,Leeds Bradford Airport,Leeds,United Kingdom,53.86589813,-1.660570025,DUS,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678
JED,King Abdulaziz International Airport,Jeddah,Saudi Arabia,21.6796,39.156502,KUL,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,2.745579958,101.7099991
DOH,Hamad International Airport,Doha,Qatar,25.273056,51.608056,KIX,Kansai International Airport,Osaka,Japan,34.4272995,135.2440033
BRU,Brussels Airport,Brussels,Belgium,50.90140152,4.48443985,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015
FRA,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,38.7813,-9.13592
IAH,George Bush Intercontinental Houston Airport,Houston,United States,29.9843998,-95.34140015,CUN,Cancún International Airport,Cancun,Mexico,21.03650093,-86.87709808
NBE,Enfidha - Hammamet International Airport,Enfidha,Tunisia,36.075833,10.438611,TXL,Berlin-Tegel Airport,Berlin,Germany,52.5597,13.2877
HND,Tokyo Haneda International Airport,Tokyo,Japan,35.552299,139.779999,TAK,Takamatsu Airport,Takamatsu,Japan,34.21419907,134.0160065
SHA,Shanghai Hongqiao International Airport,Shanghai,China,31.19790077,121.3359985,WNZ,Wenzhou Longwan International Airport,Wenzhou,China,27.912201,120.851997
LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,AUH,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,24.43300056,54.65110016
FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,41.8002778,12.2388889,VIE,Vienna International Airport,Vienna,Austria,48.11029816,16.56970024
PDX,Portland International Airport,Portland,United States,45.58869934,-122.5979996,DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.21239853,-83.35340118
SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,10.81879997,106.6520004,UIH,Phu Cat Airport,Phucat,Vietnam,13.955,109.042
DSM,Des Moines International Airport,Des Moines,United States,41.5340004,-93.6631012,DEN,Denver International Airport,Denver,United States,39.86169815,-104.6729965
XRY,Jerez Airport,Jerez,Spain,36.74459839,-6.060110092,HHN,Frankfurt-Hahn Airport,Hahn,Germany,49.9487,7.26389
YYZ,Lester B. Pearson International Airport,Toronto,Canada,43.67720032,-79.63059998,LHE,Alama Iqbal International Airport,Lahore,Pakistan,31.52160072,74.4036026
KBP,Boryspil International Airport,Kiev,Ukraine,50.34500122,30.8946991,RIX,Riga International Airport,Riga,Latvia,56.92359924,23.97109985
HKT,Phuket International Airport,Phuket,Thailand,8.1132,98.316902,ICN,Incheon International Airport,Seoul,South Korea,37.46910095,126.4509964
LLW,Lilongwe International Airport,Lilongwe,Malawi,-13.7894001,33.78099823,JNB,OR Tambo International Airport,Johannesburg,South Africa,-26.1392,28.246
CGR,Campo Grande Airport,Campo Grande,Brazil,-20.46870041,-54.67250061,MGF,Regional de Maringá - Sílvio Nane Junior Airport,Maringa,Brazil,-23.4794445,-52.01222229
DCY,Daocheng Yading Airport,Daocheng,China,29.323056,100.053333,CTU,Chengdu Shuangliu International Airport,Chengdu,China,30.57850075,103.9469986
AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,KRK,Kraków John Paul II International Airport,Krakow,Poland,50.077702,19.7848
JIQ,Qianjiang Wulingshan Airport,Qianjiang,China,29.51333333,108.8311111,CKG,Chongqing Jiangbei International Airport,Chongqing,China,29.71920013,106.6419983
